Month,Building_Type,Building_Age,Building_Area_(sqm),Building_Height_(m),Number_of_Floors,Fire_Occurrence,Type_of_Fire,Fire_Scale,Damage_Scale,Time_to_Extinguish_(min),Response_Time_(min),Number_of_People_Rescued,Number_of_Fire_Extinguishers,Sprinkler_System_Present,Number_of_Emergency_Exits,Number_of_Fire_Alarms,Fire_Safety_Training_Conducted,Nearest_Fire_Station_Location,Width_of_Nearby_Roads_(m),Distance_to_Nearby_Buildings_(m),Types_of_Nearby_Buildings,Electrical_Equipment_Inspection_Conducted,Gas_Equipment_Inspection_Conducted,Recent_Repair_Replacement_History,Temperature_(_C),Humidity_(%),Wind_Speed_(m_s),Precipitation_(mm)
1,Industrial,70,572,27,8,Yes,Chemical,Large,Small,28,45,7,9,Yes,8,12,No,West,13,17,Public,No,No,None,19.96645440251196,49.281166456835656,1.564426982189877,94.1
12,Residential,49,354,40,11,No,Negligence,Large,Large,42,12,25,7,No,9,6,No,South,7,82,Residential,No,Yes,None,21.711817378803342,78.49407065608355,1.6849474033600722,26.1037382592814
6,Residential,51,92,40,12,No,Chemical,Large,Small,35,18,28,5,Yes,14,14,No,North,14,51,Commercial,Yes,Yes,1-3 years,22.943427912356377,55.98854887655119,2.259025494504903,61.82392760154592
12,Residential,36,373,39,11,No,Negligence,Medium,Large,32,54,32,3,Yes,9,12,No,East,10,61,Industrial,No,No,Over 3 years,29.10804891156927,86.55168427762264,2.103310291470251,2.3
9,Residential,38,599,34,10,No,Negligence,Large,Large,23,57,26,3,Yes,10,6,No,East,8,39,Industrial,No,No,1-3 years,27.525151061626005,71.99409244587635,4.9,3.712955012561075
7,Commercial,33,124,37,10,No,Negligence,Small,Medium,40,1,48,7,Yes,13,11,Yes,South,19,53,Public,No,Yes,None,19.33441161575091,62.84187612928388,2.02732938271577,86.03497768004533
1,Commercial,34,92,20,6,No,Negligence,Small,Large,46,1,34,9,Yes,8,1,No,North,8,49,Public,Yes,Yes,Over 3 years,15.1,67.30570522827242,2.0401649929197068,78.277512579947
5,Commercial,78,321,14,4,No,Negligence,Medium,Small,13,42,15,9,Yes,8,9,No,North,14,3,Residential,No,No,Over 3 years,15.1,73.0568345610905,2.708458754299536,69.8127100900366
4,Residential,4,473,31,9,No,Chemical,Medium,Small,27,29,38,5,Yes,9,9,Yes,South,13,74,Residential,No,No,Within 1 year,22.82524295154785,56.94685433785223,0.6,65.30902354249864
3,Residential,96,588,32,9,Yes,Electrical,Small,Large,23,25,25,4,Yes,13,16,No,East,20,99,Residential,Yes,No,1-3 years,15.398771725703856,71.8107616958289,4.697669856340504,2.4032960909861245
4,Commercial,46,350,39,11,No,Chemical,Medium,Medium,58,17,19,5,No,7,2,No,South,20,99,Commercial,No,Yes,Within 1 year,20.562217403825763,45.88209630754084,0.6,26.41308196269909
8,Residential,58,997,24,7,No,Chemical,Small,Small,18,49,4,6,Yes,7,12,No,East,14,9,Residential,No,No,Over 3 years,19.58645767522721,53.77224075681109,2.772801806269551,44.58526955167766
7,Commercial,36,291,27,7,Yes,Chemical,Medium,Large,43,1,10,5,Yes,5,6,No,East,7,46,Commercial,No,No,Over 3 years,19.50996860313157,72.41290176414563,1.9768175545833984,2.3
2,Commercial,78,414,19,5,No,Chemical,Medium,Small,32,25,20,7,Yes,8,15,No,East,17,65,Public,No,No,Over 3 years,23.00325726276201,70.28058106214321,1.4004294569107554,36.79610339784863
10,Residential,58,916,21,6,Yes,Negligence,Small,Large,26,34,35,1,Yes,6,0,No,South,19,63,Public,No,No,None,15.207599709427132,80.25851210322318,3.2941719440232777,2.3
6,Residential,62,615,49,14,Yes,Negligence,Large,Large,38,21,27,5,Yes,15,17,No,South,20,80,Public,No,Yes,Over 3 years,16.604968390300094,76.62756006380211,1.0184141516535683,62.31875020514008
10,Industrial,39,545,31,9,Yes,Negligence,Small,Large,16,17,11,10,No,5,13,No,South,3,12,Industrial,No,No,Within 1 year,27.27940385319084,65.37303501074679,1.875137853590502,51.616719322460256
6,Residential,25,897,13,4,Yes,Chemical,Small,Large,42,53,12,4,No,3,9,No,South,12,97,Residential,No,No,None,22.86147229396246,70.40269593251533,3.330365527542828,20.436967991093265
5,Industrial,69,362,43,12,Yes,Negligence,Small,Large,16,41,26,4,Yes,11,8,No,East,14,50,Commercial,Yes,No,1-3 years,19.173896246973428,77.40601276832203,4.7145482053941645,16.464175072150766
5,Residential,4,590,20,6,No,Chemical,Medium,Small,12,10,26,8,No,5,0,No,South,7,51,Residential,No,No,Over 3 years,15.1,44.68575721335867,1.289050724912036,2.3
1,Industrial,46,358,39,11,No,Negligence,Medium,Large,30,25,43,6,Yes,17,13,Yes,East,20,99,Residential,No,Yes,None,23.166139957329182,70.71351513034398,3.6321056617445713,63.389566112415686
2,Commercial,48,422,17,5,No,Negligence,Medium,Large,40,44,43,6,No,5,4,No,East,8,56,Residential,No,No,Within 1 year,23.72198913055285,83.92007198813701,2.0292687495198822,33.988523632794994
7,Industrial,69,580,26,7,Yes,Negligence,Large,Large,20,40,17,8,Yes,9,7,No,West,7,14,Public,No,No,Over 3 years,22.80529472676179,92.39293356165268,4.9,56.72212224181948
3,Industrial,63,325,26,7,No,Chemical,Small,Small,48,28,45,1,No,7,15,No,South,15,84,Public,No,No,1-3 years,24.37708049831808,85.81958033287536,1.3718058410301752,55.04618565306168
3,Commercial,67,349,44,12,No,Chemical,Small,Large,41,30,48,5,Yes,7,3,No,South,4,37,Residential,No,No,None,24.2264358017874,84.11274800879588,2.5612086560722465,27.248496734069427
6,Residential,23,842,43,13,No,Chemical,Medium,Large,45,34,24,2,No,8,0,Yes,North,15,71,Residential,No,Yes,Over 3 years,23.506819571436804,68.35883762510866,2.98249880081308,17.84669797169808
7,Residential,52,564,9,3,No,Chemical,Large,Large,23,12,4,4,No,6,9,No,West,16,13,Residential,No,No,None,15.1,99.4,1.6727151718020636,51.56560769971168
8,Residential,83,968,19,6,No,Negligence,Small,Large,15,28,3,10,Yes,9,17,No,East,15,66,Public,No,No,None,18.45038647961406,60.391338284843485,1.2740821788816894,20.87470052715502
4,Residential,34,753,5,1,Yes,Chemical,Medium,Small,47,57,17,4,Yes,5,0,No,South,11,23,Residential,No,Yes,None,15.1,99.4,1.752471611140119,24.54270361740316
4,Residential,57,631,6,1,No,Negligence,Large,Large,23,29,37,6,No,5,12,No,East,13,27,Public,No,Yes,None,23.43904895081172,93.39621190676006,1.481016288325156,83.9331264478084
6,Residential,14,92,23,6,No,Negligence,Medium,Large,31,32,36,7,No,11,10,No,South,15,58,Public,No,No,None,18.315931131575766,88.38704368420873,0.6,53.11238872485521
8,Commercial,28,720,17,5,No,Negligence,Small,Large,27,32,31,10,No,5,9,No,East,15,37,Industrial,Yes,No,Over 3 years,24.146097208298045,81.64825465495174,0.6,45.50522585420619
6,Residential,85,544,30,9,No,Chemical,Small,Medium,57,19,30,7,Yes,8,7,No,South,13,30,Industrial,Yes,Yes,None,21.59976805054889,69.9165277613813,2.3809081187942693,79.39139480866443
11,Commercial,32,254,41,12,Yes,Negligence,Large,Small,19,1,35,5,Yes,9,12,Yes,North,5,55,Residential,No,Yes,Over 3 years,27.516902509681543,69.01562827593759,1.9382350590329067,39.91739963100554
3,Residential,47,256,30,8,No,Negligence,Medium,Small,48,30,46,6,Yes,10,8,No,South,18,68,Industrial,Yes,Yes,Within 1 year,24.134715012381413,89.89197572748955,0.6506271350952713,39.76629348936783
3,Residential,38,997,22,6,No,Negligence,Large,Small,22,29,6,6,No,5,8,No,South,16,88,Public,No,No,Over 3 years,22.47064961770569,65.71113972983775,0.9440336755596256,6.259031576445782
1,Commercial,73,359,21,5,No,Negligence,Medium,Large,49,28,19,9,Yes,6,13,No,South,13,99,Residential,No,No,Within 1 year,25.54135988210037,66.71464451536578,2.381577534482082,15.659463433613972
7,Industrial,91,721,18,5,No,Chemical,Medium,Medium,55,9,50,6,No,1,1,No,East,7,70,Residential,No,No,Within 1 year,25.893487030848323,65.34690540907175,3.3028414883944976,2.3
4,Commercial,99,828,33,9,No,Chemical,Large,Medium,31,30,14,5,Yes,7,4,No,North,20,36,Public,No,No,None,15.499949656119767,76.07687066515942,2.503274523604094,21.73425088341775
2,Residential,64,784,5,1,Yes,Negligence,Large,Small,54,22,41,8,No,2,0,No,North,19,38,Industrial,Yes,Yes,None,15.14032706950234,77.34231609100608,1.6441659609520571,89.17501649027986
5,Commercial,66,729,21,6,Yes,Chemical,Small,Large,32,22,28,4,Yes,2,3,No,East,6,3,Residential,No,No,Over 3 years,17.402702330117762,53.954308030572776,4.540998256144178,42.86520007700564
1,Industrial,99,579,24,7,No,Negligence,Small,Large,58,1,42,5,Yes,4,14,No,South,14,99,Industrial,No,Yes,None,25.56675899730705,67.01313885372309,2.610082175312335,25.135624642235364
5,Commercial,29,478,26,8,Yes,Chemical,Small,Large,35,42,16,7,Yes,7,6,No,South,4,45,Commercial,No,No,None,23.87163277926344,62.995927195936815,3.518525102681587,92.38881223414228
1,Residential,99,479,20,6,No,Chemical,Medium,Small,54,44,23,8,Yes,11,14,No,East,7,15,Residential,Yes,Yes,Over 3 years,17.22245102706573,79.14929145861446,3.413382724620013,74.12652842537166
7,Commercial,72,727,16,4,Yes,Negligence,Small,Large,12,1,36,6,Yes,5,9,No,South,11,99,Residential,No,No,Within 1 year,15.1,40.4,3.12791162194966,44.198238347847685
2,Commercial,32,689,45,13,Yes,Chemical,Large,Small,49,40,34,1,Yes,11,7,No,South,18,38,Residential,No,Yes,Over 3 years,21.119407220184627,78.67804423249962,2.099553356629108,64.39108803048674
1,Commercial,9,468,5,1,Yes,Electrical,Small,Small,42,37,22,7,No,1,0,No,West,20,13,Public,No,No,None,15.1,94.44867245680672,3.322691542979019,94.1
8,Commercial,86,816,33,9,No,Chemical,Small,Small,35,21,32,4,Yes,11,11,No,East,19,67,Public,Yes,Yes,Within 1 year,21.158258260317563,74.53249023577234,2.0566808039361257,63.77159119466789
4,Commercial,4,437,39,12,Yes,Negligence,Large,Large,32,6,21,3,Yes,10,14,No,South,7,68,Public,No,Yes,Within 1 year,19.94551278854727,80.38183376567677,0.7410129883488161,52.31349020403336
5,Residential,22,596,39,11,Yes,Chemical,Small,Small,28,35,31,5,No,7,0,No,North,3,3,Public,No,No,Within 1 year,20.823110861776883,58.49261036988096,2.5506893046670185,22.895425935365385
11,Commercial,33,284,25,7,No,Chemical,Large,Large,14,10,25,7,Yes,6,8,No,West,11,64,Industrial,No,No,1-3 years,18.987673662392908,68.88051473685812,1.302836910209701,37.58502383140515
5,Commercial,58,840,44,13,No,Negligence,Large,Large,29,8,22,2,Yes,8,13,Yes,North,11,99,Residential,No,Yes,None,25.26190189970127,49.72370956083063,4.389321954136657,17.044762078784917
10,Residential,56,114,45,13,No,Negligence,Small,Large,28,19,29,7,No,12,13,Yes,West,18,99,Residential,No,No,Over 3 years,28.425188875761258,53.41993821732406,1.7572149623299431,4.640232547901125
7,Residential,4,768,6,2,Yes,Negligence,Large,Small,19,30,5,8,Yes,3,3,No,North,20,55,Commercial,No,No,1-3 years,18.81658975400742,66.88204287340736,2.510282171898607,26.395359057204463
7,Residential,46,368,19,5,Yes,Negligence,Small,Small,47,21,23,7,No,5,4,No,West,14,39,Commercial,Yes,No,1-3 years,18.84985971716845,40.4,2.888843204691669,42.208941981104175
7,Commercial,99,997,22,6,No,Chemical,Medium,Small,46,7,2,10,Yes,5,4,No,West,10,45,Public,No,No,None,15.1,71.14336255328956,3.0434769358515465,2.3
2,Industrial,37,750,29,8,No,Chemical,Small,Large,21,41,37,5,Yes,8,6,No,East,13,52,Public,Yes,Yes,1-3 years,21.13054230002297,79.43656001586002,2.110942894586469,27.01136414853092
8,Commercial,89,646,15,4,Yes,Chemical,Small,Large,35,5,32,7,Yes,1,3,No,East,18,52,Industrial,No,No,Over 3 years,24.478008786653675,50.4808162540126,4.301988259983255,12.80195151477252
7,Residential,44,476,10,3,No,Negligence,Large,Large,59,48,45,5,No,4,1,No,East,17,75,Commercial,No,No,None,20.53838061988778,63.73773657735896,3.874335870963837,6.660202193991616
7,Residential,22,602,25,7,No,Electrical,Small,Large,33,7,20,5,No,8,3,No,East,18,91,Industrial,No,Yes,1-3 years,18.71853960136334,99.4,2.729750294851362,2.3
5,Commercial,65,717,17,5,No,Chemical,Medium,Small,22,26,18,6,Yes,5,20,No,South,8,53,Public,No,No,None,22.44259488859841,40.4,2.751802588462996,72.54649262907941
3,Commercial,36,498,49,14,No,Negligence,Medium,Medium,16,15,28,10,Yes,11,3,Yes,North,15,28,Residential,No,Yes,Within 1 year,20.367036187296097,67.37734798582338,3.185333987213036,54.19387744344192
10,Residential,73,564,46,13,No,Chemical,Large,Large,31,30,29,6,No,15,8,No,West,14,61,Public,No,Yes,Within 1 year,26.882044405659773,86.35086632842192,2.970058630746411,2.3
4,Commercial,80,396,20,6,No,Chemical,Medium,Small,28,1,44,7,Yes,2,8,Yes,West,6,70,Public,No,No,Over 3 years,22.585122123816834,40.4,0.6,41.11926014571181
12,Residential,30,997,14,4,No,Electrical,Large,Small,23,15,29,8,Yes,9,3,No,West,14,17,Residential,No,Yes,1-3 years,19.743495812052704,85.18056628095863,3.2531265650875483,62.95230798964287
1,Commercial,99,616,22,7,No,Negligence,Small,Large,42,57,25,4,Yes,10,7,No,West,11,34,Public,Yes,No,Within 1 year,21.15641290180156,90.35905363687702,4.550891322809925,18.33921700139696
12,Residential,67,961,49,14,Yes,Chemical,Small,Large,34,18,18,5,Yes,15,15,No,North,20,58,Residential,No,No,Within 1 year,19.684703667542944,67.66973169602173,2.567857314339378,47.75144083146251
4,Commercial,32,218,6,2,Yes,Electrical,Large,Small,32,43,18,1,Yes,4,7,No,South,10,34,Commercial,No,Yes,Over 3 years,22.229651935573976,99.4,1.5513063892604049,64.0189110498909
5,Residential,67,624,48,13,Yes,Chemical,Medium,Large,35,12,30,2,Yes,11,12,No,South,13,96,Residential,No,Yes,None,22.872382002314342,67.17009141585521,2.206620388242917,2.3
7,Commercial,33,497,21,6,No,Chemical,Large,Small,23,5,39,1,Yes,6,11,No,South,15,76,Residential,No,Yes,Within 1 year,29.7,75.68082507921793,2.705316502157121,10.795205899564468
4,Residential,75,359,10,2,No,Chemical,Small,Large,59,27,32,3,No,2,0,No,West,15,53,Residential,No,No,Over 3 years,15.1,74.22382618847556,2.15583692451437,3.006827272171016
4,Commercial,77,509,31,8,Yes,Chemical,Medium,Large,54,51,23,2,No,3,2,No,North,9,36,Residential,No,No,Within 1 year,24.27505543026449,82.27042539651447,1.939054786701711,2.3
1,Industrial,77,400,35,10,Yes,Negligence,Medium,Large,59,44,36,4,Yes,8,6,No,South,13,66,Residential,Yes,Yes,Within 1 year,27.976380306109466,60.98661294298744,4.390070968735441,88.71841097098223
5,Commercial,4,92,20,5,No,Negligence,Small,Large,48,29,19,9,No,1,3,No,South,3,69,Commercial,No,No,None,25.32385793791682,62.35144285929217,0.9879636754176782,29.575056314309546
11,Commercial,9,499,36,11,Yes,Negligence,Large,Large,21,28,21,5,No,14,11,No,West,8,67,Public,No,Yes,Within 1 year,27.45487505132599,99.4,2.4915650646880008,42.289601393121984
10,Residential,96,785,5,2,Yes,Chemical,Small,Large,31,14,27,3,No,1,1,No,South,7,61,Public,Yes,Yes,None,15.1,47.66190573142055,2.935573082029503,67.10515291890782
1,Commercial,46,154,21,6,No,Negligence,Small,Large,58,57,43,5,No,5,2,No,South,14,99,Residential,No,No,Over 3 years,23.030221213655665,70.38045454685088,1.2308689163384623,69.00921825159372
4,Residential,79,370,22,6,No,Chemical,Large,Small,37,42,28,2,Yes,4,8,No,East,5,63,Residential,No,No,Over 3 years,23.057452451823256,76.91466867668585,3.353863796299663,2.3
12,Commercial,32,643,12,4,Yes,Chemical,Medium,Small,46,19,39,1,No,5,8,No,West,4,70,Industrial,No,No,Over 3 years,27.63783533009044,75.07728022941008,0.9406889291106708,40.76459000131622
1,Industrial,99,273,5,1,Yes,Chemical,Medium,Large,59,21,37,4,No,1,0,No,South,4,91,Public,No,No,None,25.10744058122869,51.44240803734003,3.063127526284435,43.3061913117451
1,Commercial,31,261,17,5,Yes,Chemical,Medium,Small,33,22,33,1,Yes,8,18,No,South,20,99,Industrial,No,Yes,Over 3 years,23.948902021830968,67.84279272091585,0.6,79.51253166236742
12,Commercial,38,199,29,8,No,Chemical,Large,Small,42,12,16,6,No,6,5,No,East,4,59,Commercial,No,No,Within 1 year,18.41276530064331,64.49767046224815,1.9845767908307037,22.15730132735507
7,Residential,84,207,38,10,No,Negligence,Small,Small,28,15,30,8,Yes,10,11,No,East,10,5,Residential,No,No,None,20.900417311501705,73.35326601375282,1.5127303359644206,25.37736203048513
1,Residential,36,510,5,1,Yes,Negligence,Large,Small,42,42,27,1,No,3,7,No,East,17,85,Public,No,No,Over 3 years,15.1,90.44443046179848,2.617869351863635,76.09132511920336
6,Industrial,4,92,32,9,Yes,Chemical,Medium,Large,8,43,19,6,Yes,8,10,Yes,East,4,65,Public,No,No,Over 3 years,27.029489582141608,73.51538553262246,0.679390147275565,76.26151222481789
9,Residential,29,569,27,7,Yes,Electrical,Small,Small,29,1,26,3,No,6,5,No,North,10,99,Commercial,Yes,Yes,1-3 years,19.689719505735223,46.95201255227438,3.750211461557086,18.12433115685476
9,Residential,88,286,39,11,No,Chemical,Large,Medium,36,14,23,3,No,11,11,No,East,12,32,Industrial,Yes,Yes,None,22.19317954318977,84.08864915682892,2.845852843174528,29.59967102051193
3,Residential,7,596,39,11,No,Negligence,Small,Large,16,51,18,9,Yes,14,11,Yes,South,14,18,Commercial,No,Yes,Over 3 years,19.68168520792061,86.1144959641149,1.2391622270969516,47.74039419092477
7,Commercial,50,977,19,6,Yes,Negligence,Small,Large,18,50,6,7,Yes,4,3,No,East,10,28,Public,No,No,None,15.1,65.889938705179,3.3563179473892784,61.5502364270804
12,Residential,4,807,49,14,No,Electrical,Large,Large,23,1,25,3,No,14,8,Yes,North,6,73,Industrial,Yes,Yes,Within 1 year,27.08148995351096,95.56849464511528,1.824698350587266,14.991712572097384
6,Commercial,67,506,41,12,No,Chemical,Medium,Large,50,41,34,6,No,11,7,No,South,5,27,Residential,No,Yes,Over 3 years,18.222539144262583,79.54015470299112,2.096373905238501,55.33873315833441
8,Commercial,23,825,49,14,No,Negligence,Small,Large,34,33,22,7,Yes,15,11,Yes,East,11,55,Residential,Yes,Yes,Within 1 year,23.77756480841806,65.5962898726392,3.9923088951075423,38.67639118535799
9,Residential,16,908,27,8,No,Chemical,Medium,Large,40,5,24,8,Yes,4,0,No,South,4,60,Public,No,No,Within 1 year,18.552590343656483,56.865383790264566,1.3488488223088888,2.3
7,Commercial,54,410,31,9,No,Electrical,Large,Large,31,20,25,2,Yes,7,4,No,South,5,3,Industrial,No,No,Over 3 years,22.48739015302012,99.4,2.426224639844735,56.40661186429203
9,Residential,89,737,28,8,Yes,Chemical,Large,Small,53,34,8,2,Yes,7,4,No,East,16,60,Residential,Yes,Yes,Within 1 year,15.1,55.38655542576324,4.9,2.3
5,Commercial,22,614,5,1,No,Negligence,Medium,Small,21,9,50,5,No,1,3,No,West,6,20,Public,No,No,Over 3 years,18.067736846789515,77.83218131189852,2.5049858845059902,36.27038704559578
10,Commercial,53,655,36,10,No,Chemical,Small,Large,33,28,41,3,No,8,10,No,East,10,53,Residential,Yes,No,Over 3 years,29.7,73.72076938359602,2.355225075922002,34.58062434754246
4,Commercial,63,322,37,11,No,Electrical,Large,Small,39,37,6,8,Yes,11,14,No,East,16,72,Industrial,No,No,1-3 years,18.803612496909523,72.78749281762728,2.935372882199549,41.00627905294215
7,Industrial,25,416,20,5,No,Chemical,Small,Large,39,14,50,6,No,1,4,No,South,15,99,Residential,No,No,Over 3 years,28.53807871197877,70.34126694688715,1.3995096405654253,12.057116423739988
6,Residential,41,531,17,5,Yes,Chemical,Medium,Large,59,51,23,7,No,2,1,No,East,17,99,Commercial,No,No,Over 3 years,25.288061046846,63.23441320361016,2.424480402700149,16.185609953197634
1,Commercial,59,304,43,13,Yes,Chemical,Medium,Large,39,23,12,4,Yes,9,12,No,South,10,99,Commercial,No,Yes,Over 3 years,26.12036602376801,66.14646412268158,2.60913718339475,14.658023819884855
4,Residential,99,620,17,5,No,Chemical,Small,Large,38,27,24,10,Yes,4,9,No,East,8,25,Public,No,No,None,18.132287612987632,57.73491498893548,1.897044060192364,48.8949600739005
5,Commercial,57,847,28,9,Yes,Chemical,Small,Large,51,46,7,1,No,3,5,No,North,15,99,Public,No,No,Over 3 years,25.76227668598936,68.80240737685567,3.4601466618613594,9.60963237983876
3,Residential,71,137,14,4,No,Negligence,Small,Large,23,38,32,9,Yes,4,3,No,South,2,27,Residential,No,No,Over 3 years,15.1,65.53126608069647,3.4574491218700607,2.3
5,Commercial,99,878,49,14,Yes,Negligence,Small,Large,21,23,13,6,No,11,13,No,North,11,94,Residential,Yes,Yes,1-3 years,29.473670673439894,71.38870315989186,3.3434935722817887,2.3
4,Residential,70,804,18,5,Yes,Chemical,Large,Large,45,2,12,6,No,2,6,No,East,18,55,Industrial,No,Yes,None,17.46658989283878,40.4,4.044216649646196,48.715486100873775
1,Commercial,99,392,23,6,No,Negligence,Medium,Small,25,7,13,7,Yes,4,11,No,West,18,48,Industrial,No,No,Over 3 years,26.16219517542325,61.68722351244905,3.335725299443945,30.363093086142165
11,Residential,51,471,35,10,No,Negligence,Small,Large,28,19,27,10,Yes,11,15,No,East,16,45,Residential,No,No,Within 1 year,25.241672777195067,46.689857908405614,1.6251113759929323,61.891453467051335
6,Commercial,71,664,13,4,Yes,Chemical,Small,Large,38,27,28,4,No,3,6,No,South,13,84,Residential,Yes,No,None,22.022225383258288,78.52739256119425,2.593727617204053,53.28585909941511
1,Commercial,59,370,30,8,Yes,Chemical,Small,Small,59,22,40,4,No,5,0,No,East,11,28,Residential,Yes,Yes,1-3 years,22.27922133802992,73.51220404555143,2.6941383551185627,13.82088657762825
8,Industrial,4,269,23,6,Yes,Chemical,Medium,Large,8,16,28,9,No,4,1,No,North,4,27,Public,No,No,1-3 years,22.166817023398632,58.43906719978938,1.540409443063358,53.65365383387776
7,Residential,62,142,14,3,Yes,Electrical,Small,Large,23,15,23,10,Yes,5,2,No,North,20,30,Industrial,No,No,Within 1 year,16.71954309043103,70.2791116318968,2.7085903364007478,66.2157667095038
7,Residential,98,606,34,9,No,Negligence,Medium,Large,54,10,6,10,No,6,7,No,East,4,14,Residential,Yes,No,Over 3 years,19.43750491764605,67.18145278409234,2.748248231876654,5.892924588414907
